zipcode,relative_income,relative_income_dispersion,income_category,inequality_category
56574,1541.8333333333333,1812.8352839314075,Lower Medium Income,Low Inequality
56575,2161.1666666666665,2186.977312791943,Lower Medium Income,Low Inequality
56576,4994.666666666667,5320.314000758477,Lower Medium Income,Low Inequality
56578,5051.166666666667,5640.511835522258,Lower Medium Income,Low Inequality
56579,5670.166666666667,5339.734353567288,Lower Medium Income,Low Inequality
56580,7242.166666666667,9067.145359299511,Lower Medium Income,Moderate Inequality
56581,982.5,1045.5560721453442,Lower Medium Income,Low Inequality
56584,5485.333333333333,4324.468969326369,Lower Medium Income,Low Inequality
56585,5388.666666666667,5376.5093384710735,Lower Medium Income,Low Inequality
56586,11456.833333333334,6153.652944931707,Upper Medium Income,Low Inequality
56587,9359.0,5311.586166108953,Lower Medium Income,Low Inequality
56588,2462.1666666666665,2279.1592675077945,Lower Medium Income,Low Inequality
56589,6902.833333333333,5298.312086567444,Lower Medium Income,Low Inequality
56590,2277.6666666666665,3107.934405142211,Lower Medium Income,Low Inequality
56592,1837.8333333333333,1402.3794660029314,Lower Medium Income,Low Inequality
56594,2721.0,3362.512394029203,Lower Medium Income,Low Inequality
56601,165374.0,81315.44527333045,High Income,High Inequality
56621,18344.166666666668,7692.256896819467,Upper Medium Income,Moderate Inequality
56623,14972.166666666666,7685.861758232882,Upper Medium Income,Moderate Inequality
56626,1005.8333333333334,1354.170951788092,Lower Medium Income,Low Inequality
56627,795.3333333333334,1262.500323432302,Lower Medium Income,Low Inequality
56628,7348.666666666667,3899.5333396018896,Lower Medium Income,Low Inequality
56630,8813.833333333334,5272.6276339854185,Lower Medium Income,Low Inequality
56633,16117.666666666666,5521.287120469888,Upper Medium Income,Low Inequality
56634,6567.166666666667,5582.061605416647,Lower Medium Income,Low Inequality
56636,20256.33333333333,8789.419381658077,Upper Medium Income,Moderate Inequality
56637,918.0,1304.6877020957927,Lower Medium Income,Low Inequality
56639,1701.5,1811.9124426969424,Lower Medium Income,Low Inequality
56641,1314.5,1473.1831861652508,Lower Medium Income,Low Inequality
56644,4108.5,4231.066425855307,Lower Medium Income,Low Inequality
56646,1264.3333333333333,1523.9263324277413,Lower Medium Income,Low Inequality
56647,3210.333333333333,2924.412943937068,Lower Medium Income,Low Inequality
56649,40975.333333333336,22820.6358514978,Upper Medium Income,Moderate Inequality
56650,2743.0,2057.3808592479904,Lower Medium Income,Low Inequality
56651,2113.6666666666665,1603.4135669460538,Lower Medium Income,Low Inequality
56652,2498.333333333333,2072.296471711195,Lower Medium Income,Low Inequality
56653,6096.0,5592.997586268029,Lower Medium Income,Low Inequality
56655,9352.666666666666,5126.729158700181,Lower Medium Income,Low Inequality
56657,2395.1666666666665,2878.882312055612,Lower Medium Income,Low Inequality
56660,781.0,1122.1130067867496,Lower Medium Income,Low Inequality
56661,3593.333333333333,2398.161434655029,Lower Medium Income,Low Inequality
56662,3165.333333333333,3185.3201199670134,Lower Medium Income,Low Inequality
56667,3160.5,3228.330574770805,Lower Medium Income,Low Inequality
56669,1894.1666666666667,1837.238081106166,Lower Medium Income,Low Inequality
56672,8713.333333333334,3893.522295642683,Lower Medium Income,Low Inequality
56673,2927.833333333333,2237.7486379543766,Lower Medium Income,Low Inequality
56676,7483.166666666667,6131.2085078446535,Lower Medium Income,Low Inequality
56678,5423.166666666667,4423.855667476807,Lower Medium Income,Low Inequality
56681,916.6666666666666,1339.5515169886771,Lower Medium Income,Low Inequality
56683,4225.833333333333,4768.928366694835,Lower Medium Income,Low Inequality
56684,1576.8333333333333,1221.5975469305213,Lower Medium Income,Low Inequality
56686,3805.1666666666665,2919.64377393316,Lower Medium Income,Low Inequality
56701,63564.333333333336,30231.95704989452,Upper Medium Income,Moderate Inequality
56710,2711.0,2848.487668921879,Lower Medium Income,Low Inequality
56713,5759.833333333333,4236.634344224985,Lower Medium Income,Low Inequality
56714,5027.166666666667,3522.4433234143976,Lower Medium Income,Low Inequality
56715,2044.0,1977.3288042204813,Lower Medium Income,Low Inequality
56716,38623.16666666666,18623.56142542738,Upper Medium Income,Moderate Inequality
56721,53140.333333333336,36489.327835226926,Upper Medium Income,Moderate Inequality
56722,1968.1666666666667,1909.3811999353784,Lower Medium Income,Low Inequality
56723,6053.333333333333,5048.038536567115,Lower Medium Income,Low Inequality
56725,4201.666666666667,3231.0928594930024,Lower Medium Income,Low Inequality
56726,7039.666666666667,5553.543001244041,Lower Medium Income,Low Inequality
56727,3221.5,2579.439222001557,Lower Medium Income,Low Inequality
56728,8306.0,6121.655723740106,Lower Medium Income,Low Inequality
56732,4809.666666666667,4216.511148647263,Lower Medium Income,Low Inequality
56733,2198.5,2363.345996675053,Lower Medium Income,Low Inequality
56734,1851.8333333333333,1190.9151802990282,Lower Medium Income,Low Inequality
56735,3643.1666666666665,3399.972318514765,Lower Medium Income,Low Inequality
56736,4888.166666666667,2720.3437589147934,Lower Medium Income,Low Inequality
56737,3682.5,2643.560383271016,Lower Medium Income,Low Inequality
56738,6928.333333333333,7571.727218189167,Lower Medium Income,Moderate Inequality
56742,3747.1666666666665,3358.094008015062,Lower Medium Income,Low Inequality
56744,2841.333333333333,3154.249303188742,Lower Medium Income,Low Inequality
56748,2629.5,2162.20829246398,Lower Medium Income,Low Inequality
56750,11802.666666666666,7937.377039467551,Upper Medium Income,Moderate Inequality
56751,31008.166666666668,17194.555108134282,Upper Medium Income,Moderate Inequality
56754,2447.833333333333,2757.048669622404,Lower Medium Income,Low Inequality
56756,3395.1666666666665,2851.337539939224,Lower Medium Income,Low Inequality
56757,5396.333333333333,3139.871504801856,Lower Medium Income,Low Inequality
56758,1605.1666666666667,1649.5176769791426,Lower Medium Income,Low Inequality
56759,1476.5,1586.627208893129,Lower Medium Income,Low Inequality
56760,2001.8333333333333,1658.7692324933769,Lower Medium Income,Low Inequality
56761,2078.0,1722.8312743852778,Lower Medium Income,Low Inequality
56762,15453.166666666666,9691.03786839504,Upper Medium Income,Moderate Inequality
56763,27992.5,12736.01898161274,Upper Medium Income,Moderate Inequality
57001,7221.666666666667,6597.554051818497,Lower Medium Income,Low Inequality
57002,7710.833333333333,7109.365609297827,Lower Medium Income,Moderate Inequality
57003,15005.5,11014.219005449277,Upper Medium Income,Moderate Inequality
57004,20922.33333333333,12692.573287819405,Upper Medium Income,Moderate Inequality
57005,94935.66666666669,81787.25716067673,Upper Medium Income,High Inequality
57006,151634.0,118485.17949853477,High Income,High Inequality
57010,3824.1666666666665,5161.224328264241,Lower Medium Income,Low Inequality
57012,7699.0,4621.084764424907,Lower Medium Income,Low Inequality
57013,26757.666666666668,15400.798247709976,Upper Medium Income,Moderate Inequality
57014,7082.333333333333,3490.1730998142007,Lower Medium Income,Low Inequality
57015,5997.166666666667,4800.1387236898345,Lower Medium Income,Low Inequality
57016,4059.3333333333335,5579.901707616959,Lower Medium Income,Low Inequality
57017,7576.333333333333,5632.114972784795,Lower Medium Income,Low Inequality
57018,8848.166666666666,6057.275738041539,Lower Medium Income,Low Inequality
57020,11239.166666666666,9475.37666621579,Upper Medium Income,Moderate Inequality
57021,1266.6666666666667,1492.0588013435215,Lower Medium Income,Low Inequality
57022,36920.66666666666,26990.96607879508,Upper Medium Income,Moderate Inequality
57024,1699.6666666666667,1877.1110427107567,Lower Medium Income,Low Inequality
57025,17629.333333333332,12144.846819399028,Upper Medium Income,Moderate Inequality
57026,7482.5,4079.644727179071,Lower Medium Income,Low Inequality
57028,14203.833333333334,5549.861743022673,Upper Medium Income,Low Inequality
57029,10412.166666666666,5254.980015819914,Upper Medium Income,Low Inequality
57030,20374.166666666668,15028.53434526024,Upper Medium Income,Moderate Inequality
57031,3185.6666666666665,2947.1270530241254,Lower Medium Income,Low Inequality
57032,66297.16666666667,54956.42998382143,Upper Medium Income,High Inequality
57033,38264.16666666666,30056.06130827302,Upper Medium Income,Moderate Inequality
57034,4207.833333333333,2395.2245336641545,Lower Medium Income,Low Inequality
57035,7778.666666666667,4832.709288449561,Lower Medium Income,Low Inequality
57036,4414.0,4509.895431160239,Lower Medium Income,Low Inequality
57037,3872.0,2850.096700113875,Lower Medium Income,Low Inequality
57038,17128.833333333332,20502.00347689627,Upper Medium Income,Moderate Inequality
57039,21108.33333333333,11656.755752209388,Upper Medium Income,Moderate Inequality
57040,1617.1666666666667,1340.6308092337229,Lower Medium Income,Low Inequality
57042,43143.16666666666,22462.51719123809,Upper Medium Income,Moderate Inequality
57043,7036.666666666667,3416.5183837741406,Lower Medium Income,Low Inequality
57045,4702.5,4181.170494012412,Lower Medium Income,Low Inequality
57046,3003.6666666666665,2387.692833399361,Lower Medium Income,Low Inequality
57047,1014.6666666666666,1551.668478337646,Lower Medium Income,Low Inequality
57048,6366.0,4307.289542159895,Lower Medium Income,Low Inequality
57049,178005.66666666666,333697.47904631624,High Income,High Inequality
57051,1389.3333333333333,1688.5902601479931,Lower Medium Income,Low Inequality
57052,1152.5,1229.63437655264,Lower Medium Income,Low Inequality
57053,11492.166666666666,7011.870489866928,Upper Medium Income,Moderate Inequality
57054,2434.833333333333,2363.9667862866995,Lower Medium Income,Low Inequality
57055,11284.333333333334,12522.766542049192,Upper Medium Income,Moderate Inequality
57058,9963.666666666666,5444.86593651916,Lower Medium Income,Low Inequality
57059,5745.333333333333,5111.652087795752,Lower Medium Income,Low Inequality
57062,5836.5,5049.631065731436,Lower Medium Income,Low Inequality
57063,4296.5,3797.981503377814,Lower Medium Income,Low Inequality
57064,45414.16666666666,32690.23362055809,Upper Medium Income,Moderate Inequality
57065,1703.3333333333333,1364.9474226748318,Lower Medium Income,Low Inequality
57066,7396.833333333333,2982.0052593291425,Lower Medium Income,Low Inequality
57067,1889.3333333333333,2158.264827741644,Lower Medium Income,Low Inequality
57068,10992.666666666666,7561.524176160959,Upper Medium Income,Moderate Inequality
57069,45564.16666666666,22707.66358229456,Upper Medium Income,Moderate Inequality
57070,5875.333333333333,5279.09752388291,Lower Medium Income,Low Inequality
57071,18171.0,11612.650877383683,Upper Medium Income,Moderate Inequality
57072,2985.833333333333,3001.770238820198,Lower Medium Income,Low Inequality
57073,2677.833333333333,2397.1776251806345,Lower Medium Income,Low Inequality
57075,12347.166666666666,15000.340121699464,Upper Medium Income,Moderate Inequality
57076,1769.8333333333333,2461.561245767952,Lower Medium Income,Low Inequality
57077,8255.833333333334,4208.250535159077,Lower Medium Income,Low Inequality
57078,113205.0,64003.3892102598,Upper Medium Income,High Inequality
57103,225306.5,124747.41496439915,Very High Income,High Inequality
57104,156668.66666666666,63895.79059270388,High Income,High Inequality
57105,176200.0,169241.00424897036,High Income,High Inequality
57106,277040.5,143075.22597256312,Very High Income,High Inequality
57107,63349.833333333336,27098.71578076472,Upper Medium Income,Moderate Inequality
57108,396366.3333333333,536680.6658793166,Very High Income,High Inequality
57110,164035.83333333334,131035.75824394908,High Income,High Inequality
57201,148901.5,78722.70983839416,High Income,High Inequality
57212,13305.166666666666,7393.580713474809,Upper Medium Income,Moderate Inequality
57213,1326.3333333333333,1446.0775451775285,Lower Medium Income,Low Inequality
57216,6984.833333333333,4284.004828039608,Lower Medium Income,Low Inequality
57218,1378.5,1503.0543237022405,Lower Medium Income,Low Inequality
57219,2407.333333333333,2079.681674359484,Lower Medium Income,Low Inequality
57220,4840.666666666667,5992.256959332324,Lower Medium Income,Low Inequality
57221,4132.0,4219.951990248231,Lower Medium Income,Low Inequality
57223,7263.5,3161.7914384095607,Lower Medium Income,Low Inequality
57225,9351.166666666666,3993.357755907511,Lower Medium Income,Low Inequality
57226,9792.5,5369.724676368426,Lower Medium Income,Low Inequality
57227,2008.1666666666667,2629.633085939304,Lower Medium Income,Low Inequality
57231,9570.0,6114.670980518902,Lower Medium Income,Low Inequality
57232,1616.1666666666667,1978.474808196118,Lower Medium Income,Low Inequality
57234,6172.833333333333,2976.95746806478,Lower Medium Income,Low Inequality
57235,4387.5,4626.766808474358,Lower Medium Income,Low Inequality
57237,4679.166666666667,4205.769247910145,Lower Medium Income,Low Inequality
57238,2280.333333333333,2132.6192971711257,Lower Medium Income,Low Inequality
57239,1714.0,2730.101170286552,Lower Medium Income,Low Inequality
57241,5580.666666666667,2517.79662933023,Lower Medium Income,Low Inequality
57242,2366.6666666666665,2808.8413032185827,Lower Medium Income,Low Inequality
57243,2556.6666666666665,1884.698242867188,Lower Medium Income,Low Inequality
57247,2140.833333333333,2559.2994679534218,Lower Medium Income,Low Inequality
57248,6009.166666666667,7009.677836153861,Lower Medium Income,Moderate Inequality
57249,5411.166666666667,2593.807657993681,Lower Medium Income,Low Inequality
57252,28156.666666666668,14899.202175508144,Upper Medium Income,Moderate Inequality
57255,2200.833333333333,2150.820533346905,Lower Medium Income,Low Inequality
57257,1698.1666666666667,1589.2545946658977,Lower Medium Income,Low Inequality
57259,2449.6666666666665,2819.4227541584937,Lower Medium Income,Low Inequality
57260,5834.333333333333,7097.907344187205,Lower Medium Income,Moderate Inequality
57261,1403.8333333333333,1559.9251798296823,Lower Medium Income,Low Inequality
57262,17826.333333333332,6683.5022755039645,Upper Medium Income,Low Inequality
57263,1804.1666666666667,1188.818979772222,Lower Medium Income,Low Inequality
57266,2242.833333333333,1802.182944838472,Lower Medium Income,Low Inequality
57268,2410.6666666666665,3037.534636290863,Lower Medium Income,Low Inequality
57269,2506.5,3102.249296881216,Lower Medium Income,Low Inequality
57270,2208.0,2229.2672338685643,Lower Medium Income,Low Inequality
57273,4139.833333333333,3322.4818685233886,Lower Medium Income,Low Inequality
57274,14240.833333333334,6007.950446422362,Upper Medium Income,Low Inequality
57276,5910.0,5803.179473357687,Lower Medium Income,Low Inequality
57278,2717.833333333333,2625.325611551197,Lower Medium Income,Low Inequality
57279,5275.333333333333,5973.605700635645,Lower Medium Income,Low Inequality
57301,116418.16666666669,78979.18698091712,Upper Medium Income,High Inequality
57311,6801.833333333333,4670.046655726971,Lower Medium Income,Low Inequality
57312,2773.6666666666665,3342.251017901957,Lower Medium Income,Low Inequality
57313,5746.833333333333,3074.988937649478,Lower Medium Income,Low Inequality
57314,2757.333333333333,2678.733556490206,Lower Medium Income,Low Inequality
57315,4552.166666666667,4375.356598800453,Lower Medium Income,Low Inequality
57317,1684.1666666666667,1178.498267570499,Lower Medium Income,Low Inequality
57319,4291.833333333333,3572.839958165866,Lower Medium Income,Low Inequality
57321,1617.0,1526.4683422855517,Lower Medium Income,Low Inequality
57322,1225.8333333333333,1792.8293188886294,Lower Medium Income,Low Inequality
57323,1152.0,1569.805465654901,Lower Medium Income,Low Inequality
57324,2137.0,2433.8489681983147,Lower Medium Income,Low Inequality
57325,16428.5,7612.736978249019,Upper Medium Income,Moderate Inequality
57328,6220.166666666667,3521.614028633273,Lower Medium Income,Low Inequality
57330,1591.0,1291.1600985160592,Lower Medium Income,Low Inequality
57331,2278.333333333333,2107.147424046706,Lower Medium Income,Low Inequality
57332,11271.666666666666,6820.298077552525,Upper Medium Income,Low Inequality
57334,3769.3333333333335,2853.8849077470986,Lower Medium Income,Low Inequality
57335,858.3333333333334,1228.3840875990973,Lower Medium Income,Low Inequality
57339,2292.5,2012.978663572965,Lower Medium Income,Low Inequality
57340,2030.5,3019.0618907203607,Lower Medium Income,Low Inequality
57342,3423.0,4595.516162521899,Lower Medium Income,Low Inequality
57345,5711.0,2727.505673687958,Lower Medium Income,Low Inequality
57348,3171.6666666666665,4079.0265832262808,Lower Medium Income,Low Inequality
57349,7090.666666666667,3052.861455530969,Lower Medium Income,Low Inequality
57350,73991.33333333333,28869.89656141266,Upper Medium Income,Moderate Inequality
57353,3831.3333333333335,3857.15530756368,Lower Medium Income,Low Inequality
57355,4528.0,3875.7267705554273,Lower Medium Income,Low Inequality
57356,4855.166666666667,3715.241333569956,Lower Medium Income,Low Inequality
57359,3471.5,4086.5427319434702,Lower Medium Income,Low Inequality
57362,10411.666666666666,5414.370237309845,Upper Medium Income,Low Inequality
57363,4785.0,4336.890775659447,Lower Medium Income,Low Inequality
57365,2087.1666666666665,1814.071819599948,Lower Medium Income,Low Inequality
57366,11921.333333333334,6510.597566020087,Upper Medium Income,Low Inequality
57368,5587.0,4944.6235043732095,Lower Medium Income,Low Inequality
57369,14447.166666666666,10073.799986433454,Upper Medium Income,Moderate Inequality
57370,3245.5,3144.8608077306058,Lower Medium Income,Low Inequality
57371,1195.8333333333333,1481.9356823650164,Lower Medium Income,Low Inequality
57373,2236.833333333333,2960.187657339761,Lower Medium Income,Low Inequality
57374,1675.6666666666667,1850.8412861903275,Lower Medium Income,Low Inequality
57375,3150.6666666666665,3189.534114360068,Lower Medium Income,Low Inequality
57376,3791.6666666666665,3160.453427384537,Lower Medium Income,Low Inequality
57380,10580.666666666666,4197.59181753856,Upper Medium Income,Low Inequality
57381,2664.6666666666665,2828.113269773095,Lower Medium Income,Low Inequality
57382,5581.5,4840.896890040109,Lower Medium Income,Low Inequality
57383,3093.333333333333,2844.78945911058,Lower Medium Income,Low Inequality
57384,4433.833333333333,4444.1222492936295,Lower Medium Income,Low Inequality
57385,4980.333333333333,3615.514772016105,Lower Medium Income,Low Inequality
57401,187743.16666666663,105605.94034885854,High Income,High Inequality
57422,1228.3333333333333,1530.0313286552882,Lower Medium Income,Low Inequality
57424,1341.5,1675.441165782911,Lower Medium Income,Low Inequality
57427,4549.0,3960.923882126492,Lower Medium Income,Low Inequality
57428,3697.0,4497.012297070134,Lower Medium Income,Low Inequality
57430,11425.5,6153.343505769851,Upper Medium Income,Low Inequality
57432,1835.0,2299.126964741182,Lower Medium Income,Low Inequality
57433,2249.5,2372.896858272605,Lower Medium Income,Low Inequality
57434,2127.6666666666665,2373.1989943253107,Lower Medium Income,Low Inequality
57435,1301.6666666666667,1815.9500727351144,Lower Medium Income,Low Inequality
57436,2181.833333333333,3005.383264521626,Lower Medium Income,Low Inequality
57437,5896.0,2760.3781624987546,Lower Medium Income,Low Inequality
57438,6348.0,4127.180829573621,Lower Medium Income,Low Inequality
57440,2063.333333333333,2434.517091060703,Lower Medium Income,Low Inequality
57441,2921.6666666666665,3665.496182874382,Lower Medium Income,Low Inequality
57442,10389.666666666666,7104.503210405825,Upper Medium Income,Moderate Inequality
57445,13234.0,9285.790564082306,Upper Medium Income,Moderate Inequality
57446,1760.6666666666667,1917.683567919032,Lower Medium Income,Low Inequality
57448,1597.8333333333333,2159.887628249828,Lower Medium Income,Low Inequality
57450,4195.333333333333,5740.250122308841,Lower Medium Income,Low Inequality
57451,15300.333333333334,12305.372723597877,Upper Medium Income,Moderate Inequality
57452,1155.0,1213.2546311471472,Lower Medium Income,Low Inequality
57454,2982.333333333333,3477.835687128802,Lower Medium Income,Low Inequality
57456,3595.1666666666665,3095.3568722631426,Lower Medium Income,Low Inequality
57460,2222.1666666666665,3382.6033416093387,Lower Medium Income,Low Inequality
57461,2602.5,3915.940742656865,Lower Medium Income,Low Inequality
57465,3263.5,5749.741863770929,Lower Medium Income,Low Inequality
57467,1562.5,2223.7862981860467,Lower Medium Income,Low Inequality
57468,1427.0,1852.1399515155435,Lower Medium Income,Low Inequality
57469,15938.0,6938.907262674722,Upper Medium Income,Moderate Inequality
57471,4518.5,5029.048210148715,Lower Medium Income,Low Inequality
57472,5358.0,3536.4647319038827,Lower Medium Income,Low Inequality
57474,1571.0,2640.57205923262,Lower Medium Income,Low Inequality
57476,2841.5,3708.6039826328174,Lower Medium Income,Low Inequality
57479,5116.5,4750.6892447307055,Lower Medium Income,Low Inequality
57481,2231.0,2142.845304729205,Lower Medium Income,Low Inequality
57501,100259.0,62576.3476850479,Upper Medium Income,High Inequality
57522,2440.0,3028.2993907472223,Lower Medium Income,Low Inequality
57523,5397.0,2692.9418114768096,Lower Medium Income,Low Inequality
57528,2583.5,1754.4777855532968,Lower Medium Income,Low Inequality
57529,1258.6666666666667,1305.2346404638004,Lower Medium Income,Low Inequality
57532,20806.83333333333,13042.81747808604,Upper Medium Income,Moderate Inequality
57533,7919.833333333333,2724.158322613916,Lower Medium Income,Low Inequality
57536,2690.1666666666665,3409.0593081767684,Lower Medium Income,Low Inequality
57538,1149.0,1741.2393287540915,Lower Medium Income,Low Inequality
57543,3125.1666666666665,2302.47131722996,Lower Medium Income,Low Inequality
57544,2555.833333333333,2979.403525316211,Lower Medium Income,Low Inequality
57548,2441.333333333333,1982.7969806983936,Lower Medium Income,Low Inequality
57551,7315.333333333333,5752.73273033492,Lower Medium Income,Low Inequality
57552,2848.0,3317.542885932298,Lower Medium Income,Low Inequality
57555,8629.333333333334,5487.602160020957,Lower Medium Income,Low Inequality
57559,2994.1666666666665,2542.2572974950167,Lower Medium Income,Low Inequality
57560,595.3333333333334,745.870140618772,Lower Medium Income,Low Inequality
57564,7397.166666666667,6151.971372386795,Lower Medium Income,Low Inequality
57566,1194.8333333333333,1389.3447976174475,Lower Medium Income,Low Inequality
57567,7783.833333333333,3763.854535800589,Lower Medium Income,Low Inequality
57568,3815.3333333333335,3913.284945754228,Lower Medium Income,Low Inequality
57569,1920.1666666666667,2251.895327644397,Lower Medium Income,Low Inequality
57572,2080.1666666666665,2492.8908052032016,Lower Medium Income,Low Inequality
57577,1558.3333333333333,1809.9008444295137,Lower Medium Income,Low Inequality
57579,3252.6666666666665,2270.6234092571726,Lower Medium Income,Low Inequality
57580,19809.5,9845.317379343338,Upper Medium Income,Moderate Inequality
57601,18277.0,7208.845011511899,Upper Medium Income,Moderate Inequality
57620,2339.333333333333,2151.0245620788864,Lower Medium Income,Low Inequality
57623,2866.5,1764.8821773704894,Lower Medium Income,Low Inequality
57625,12100.166666666666,5629.439311926781,Upper Medium Income,Low Inequality
57626,3144.833333333333,2426.165486249169,Lower Medium Income,Low Inequality
57631,2302.1666666666665,3598.359427109341,Lower Medium Income,Low Inequality
57632,3474.0,3899.0669140193017,Lower Medium Income,Low Inequality
57633,1820.5,1988.61426626684,Lower Medium Income,Low Inequality
57638,6017.833333333333,4436.925440737839,Lower Medium Income,Low Inequality
57642,4057.5,2846.857126727648,Lower Medium Income,Low Inequality
57644,1621.3333333333333,2421.122687239675,Lower Medium Income,Low Inequality
57646,1269.5,1556.3336081958778,Lower Medium Income,Low Inequality
57648,1567.8333333333333,1850.419240784819,Lower Medium Income,Low Inequality
57649,1027.3333333333333,1386.8236609845776,Lower Medium Income,Low Inequality
57652,693.0,816.2986585803018,Lower Medium Income,Low Inequality
57656,4229.166666666667,5086.068242431148,Lower Medium Income,Low Inequality
57658,405.8333333333333,678.532657037719,Lower Medium Income,Low Inequality
57701,190912.66666666663,59393.79402485303,High Income,High Inequality
57702,284197.1666666667,270609.9360159687,Very High Income,High Inequality
57703,83748.16666666667,38675.711812023146,Upper Medium Income,Moderate Inequality
57706,6121.166666666667,3858.8212923983233,Lower Medium Income,Low Inequality
57714,1128.8333333333333,1350.901390430355,Lower Medium Income,Low Inequality
57716,1113.5,1033.2172569213117,Lower Medium Income,Low Inequality
57717,37310.16666666666,14268.184655612871,Upper Medium Income,Moderate Inequality
57718,41945.66666666666,20600.07889952528,Upper Medium Income,Moderate Inequality
57719,116499.83333333331,60285.5431639018,Upper Medium Income,High Inequality
57720,4110.333333333333,5105.629311521418,Lower Medium Income,Low Inequality
57722,1129.5,1546.3003265860098,Lower Medium Income,Low Inequality
57725,1003.8333333333334,1313.1512352606865,Lower Medium Income,Low Inequality
57730,34141.5,20310.51035055496,Upper Medium Income,Moderate Inequality
57732,15967.166666666666,10803.746543059342,Upper Medium Income,Moderate Inequality
57735,5057.666666666667,3594.9981177556497,Lower Medium Income,Low Inequality
57738,893.3333333333334,1280.2286774895597,Lower Medium Income,Low Inequality
57744,15744.166666666666,9882.046557604688,Upper Medium Income,Moderate Inequality
57745,19915.166666666668,21187.16210743352,Upper Medium Income,Moderate Inequality
57747,29591.0,13429.431529294156,Upper Medium Income,Moderate Inequality
57750,957.5,1300.481718441286,Lower Medium Income,Low Inequality
57751,5056.333333333333,6393.400993733043,Lower Medium Income,Low Inequality
57752,4655.333333333333,3269.313424354824,Lower Medium Income,Low Inequality
57754,19170.166666666668,9068.89109906314,Upper Medium Income,Moderate Inequality
57759,2677.6666666666665,4046.694041642717,Lower Medium Income,Low Inequality
57760,4847.0,4692.351904961945,Lower Medium Income,Low Inequality
57761,6028.666666666667,2579.542646801302,Lower Medium Income,Low Inequality
57762,1878.1666666666667,1133.4076789340484,Lower Medium Income,Low Inequality
57763,1214.3333333333333,1278.6522070784797,Lower Medium Income,Low Inequality
57764,2327.6666666666665,2062.9778153597936,Lower Medium Income,Low Inequality
57766,926.5,1098.2203330843952,Lower Medium Income,Low Inequality
57769,30417.166666666668,21830.97317497932,Upper Medium Income,Moderate Inequality
57770,11616.5,7179.032128358251,Upper Medium Income,Moderate Inequality
57772,3521.0,2565.44514655839,Lower Medium Income,Low Inequality
57779,1850.8333333333333,2005.1844221085169,Lower Medium Income,Low Inequality
57783,116085.33333333331,90412.96864867708,Upper Medium Income,High Inequality
57785,50695.5,22492.746721999072,Upper Medium Income,Moderate Inequality
57787,1100.3333333333333,1169.1663126632868,Lower Medium Income,Low Inequality
57788,2028.5,1449.1827697016,Lower Medium Income,Low Inequality
57790,6727.833333333333,4606.090030238952,Lower Medium Income,Low Inequality
57793,10951.166666666666,5559.992317140975,Upper Medium Income,Low Inequality
57794,534.3333333333334,949.9982456124152,Lower Medium Income,Low Inequality
58005,7137.833333333333,8318.297047272757,Lower Medium Income,Moderate Inequality
58006,4560.666666666667,7967.143469692677,Lower Medium Income,Moderate Inequality
58008,1685.5,2530.87927408638,Lower Medium Income,Low Inequality
58011,3139.5,4338.089199175139,Lower Medium Income,Low Inequality
58012,18483.33333333333,15477.246288234435,Upper Medium Income,Moderate Inequality
58015,2352.5,3197.2696320454424,Lower Medium Income,Low Inequality
58017,1659.5,1889.12728528281,Lower Medium Income,Low Inequality
58018,2999.1666666666665,4558.337829370116,Lower Medium Income,Low Inequality
58021,2907.1666666666665,3758.874108914352,Lower Medium Income,Low Inequality
58027,7118.666666666667,4482.12345508986,Lower Medium Income,Low Inequality
58030,4101.333333333333,4699.213579596768,Lower Medium Income,Low Inequality
58031,2112.6666666666665,2409.393256956337,Lower Medium Income,Low Inequality
58032,4386.166666666667,4978.137821180392,Lower Medium Income,Low Inequality
58033,2687.5,3989.747297762103,Lower Medium Income,Low Inequality
58035,1749.3333333333333,2654.743201642424,Lower Medium Income,Low Inequality
58036,1747.8333333333333,2457.5041336011354,Lower Medium Income,Low Inequality
58038,2289.333333333333,2941.154988549,Lower Medium Income,Low Inequality
58040,6703.333333333333,4006.063936916967,Lower Medium Income,Low Inequality
58041,7921.333333333333,4510.054707724361,Lower Medium Income,Low Inequality
58042,11567.666666666666,10277.534931425273,Upper Medium Income,Moderate Inequality
58045,14105.666666666666,9502.311332863528,Upper Medium Income,Moderate Inequality
58046,4203.166666666667,6226.27790631503,Lower Medium Income,Low Inequality
58047,48880.66666666666,58639.41124761287,Upper Medium Income,High Inequality
58048,2928.333333333333,3210.5265404083902,Lower Medium Income,Low Inequality
58049,1683.3333333333333,2300.538516666624,Lower Medium Income,Low Inequality
58051,15806.333333333334,16016.212257168256,Upper Medium Income,Moderate Inequality
58052,3454.0,4463.184827004143,Lower Medium Income,Low Inequality
58053,6010.5,6348.184992578587,Lower Medium Income,Low Inequality
58054,17903.833333333332,11230.607203827702,Upper Medium Income,Moderate Inequality
58059,13262.666666666666,10694.75506342556,Upper Medium Income,Moderate Inequality
58060,7504.333333333333,4392.181902729743,Lower Medium Income,Low Inequality
58061,2817.6666666666665,3652.500221309599,Lower Medium Income,Low Inequality
58063,1785.0,2412.463222517599,Lower Medium Income,Low Inequality
58064,3330.6666666666665,3254.7015633797623,Lower Medium Income,Low Inequality
58067,1539.0,2035.2949663378035,Lower Medium Income,Low Inequality
58068,1561.5,1438.2529332492252,Lower Medium Income,Low Inequality
